Set Number,Numbers
2617,"1, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 19, 20"
2618,"2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2619,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 19, 20"
2620,"16, 14"
2621,"1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2622,"2, 3, 4, 9, 10, 14, 16, 19"
2623,"8, 1"
2624,"1, 4, 7, 8, 11, 13, 14, 16, 17, 20"
2625,"1, 2, 3, 4, 6, 8, 10, 13, 14, 20"
2626,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 20"
2627,"2, 4, 7, 10, 11, 12, 15, 16, 18, 19, 20"
2628,"2, 3, 7, 8, 11, 18"
2629,"2, 4, 5, 9, 10"
2630,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2631,"2, 3, 4, 5, 6, 10, 12, 14, 15, 17, 19"
2632,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2633,"2, 3, 4, 5, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20"
2634,"3, 6, 12, 13, 14, 15, 17, 18, 19, 20"
2635,"2, 5, 7, 10, 13, 14, 15, 16, 18, 19, 20"
2636,"1, 2, 4, 5, 6, 9, 12, 14, 16, 17, 19, 20"
2637,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
2638,"1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20"
2639,"6, 9, 10, 13, 14, 18, 19"
2640,"3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19"
2641,"3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
2642,"4, 5, 6, 7, 9, 10, 11, 12, 16, 18, 20"
2643,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2644,"2, 3, 5, 6, 7, 9, 10, 12, 14, 15, 16, 17, 18, 20"
2645,"1, 2, 4, 6, 8, 9, 10, 11, 12, 14"
2646,"1, 3, 4, 6, 8, 9, 11, 14, 15, 16, 17, 19, 20"
2647,"7, 10, 11, 12, 20"
2648,"1, 3, 4, 5, 7, 8, 10, 11, 12, 14, 15, 19"
2649,"11, 12, 14"
2650,"2, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19"
2651,"1, 3, 6, 8, 9, 11, 15, 17, 18, 19, 20"
2652,"4, 5, 7, 9, 10, 11, 12, 14, 15, 17, 20"
2653,"1, 3, 4, 6, 7, 8, 10, 14, 15, 18, 20"
2654,"1, 2, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2655,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2656,"1, 3, 4, 5, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20"
2657,"12, 5, 7"
2658,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19"
2659,"3, 5, 6, 8, 10, 12, 14, 15, 17, 18"
2660,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
2661,"1, 11, 12, 17"
2662,16
2663,"10, 4"
2664,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 15, 17, 19, 20"
2665,"3, 4, 5, 8, 9, 11, 12, 13, 18, 19, 20"
2666,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
2667,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2668,"1, 14, 6"
2669,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2670,"8, 17, 20"
2671,"1, 4, 5, 6, 7, 8, 9, 10, 12, 17, 18, 19, 20"
2672,"4, 5, 7, 11, 12, 14, 15, 17, 20"
2673,"4, 13, 15, 16, 17, 19"
2674,"3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2675,"1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 17, 19, 20"
2676,"1, 2, 3, 4, 6, 7, 17, 19"
2677,"4, 8, 14, 15, 16, 18, 19"
2678,"10, 12, 20, 6"
2679,"1, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 18, 19"
2680,"8, 1, 2, 6"
2681,"1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 16, 19"
2682,"2, 15, 16, 19, 20"
2683,"2, 3, 4, 5, 11, 12, 13, 14, 15, 16, 17, 18"
2684,"2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
2685,"2, 3, 5, 6, 7, 9, 11, 12, 13, 15, 16, 17, 18, 20"
2686,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
2687,"11, 7"
2688,"1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2689,"2, 3, 10, 11, 13, 14, 19"
2690,"1, 4, 7, 13, 14, 19, 20"
2691,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2692,"3, 4, 7, 8, 16, 17"
2693,"17, 19, 12, 6"
2694,"2, 3, 4, 5, 6, 8, 10, 12, 13, 14, 16, 17, 18, 19, 20"
2695,"1, 5, 6, 10, 11, 12, 15"
2696,"9, 15"
2697,"2, 3, 5, 7, 8, 9, 10, 11, 13, 17, 18, 19, 20"
2698,"1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19"
2699,"1, 3, 5, 6, 8, 12, 14, 16, 17, 19"
2700,"2, 3, 4, 7, 12, 13, 15, 16, 17, 20"
2701,"1, 2, 4, 6, 10, 11, 14, 15"
2702,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20"
2703,"1, 2, 4, 7, 16, 20"
2704,"4, 5, 6, 7, 9, 13, 15, 16, 19"
2705,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 18, 19"
2706,"16, 9, 20"
2707,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 19, 20"
2708,"8, 5"
2709,"1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 19, 20"
2710,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2711,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2712,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20"
2713,"10, 2, 13"
2714,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20"
2715,"6, 8, 12, 13, 15, 18, 19, 20"
2716,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
2717,"16, 17"
2718,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 19, 20"
2719,"1, 3, 4, 5, 6, 8, 9, 13, 14, 16, 18, 20"
2720,"1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20"
2721,"6, 7, 11, 14, 17"
2722,"2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
2723,"1, 2, 5, 6, 7, 9, 12, 13, 14, 15, 17, 18, 20"
2724,"8, 3, 13"
2725,"1, 4, 6, 7, 12, 14, 15, 19, 20"
2726,"1, 2, 3, 4, 5, 6, 9, 11, 12, 14, 15, 17, 18, 19"
2727,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 19"
2728,"1, 2, 3, 4, 5, 6, 9, 11, 14, 15, 16, 18"
2729,"1, 2, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19"
2730,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2731,"1, 2, 3, 10, 11"
2732,"1, 2, 3, 4, 6, 7, 9, 13, 14, 16, 17, 18, 19, 20"
2733,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20"
2734,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
2735,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2736,"1, 2, 4, 5, 8, 9, 12, 14, 15, 17, 20"
2737,"1, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 17, 19, 20"
2738,"1, 6, 7, 8, 15, 17, 20"
2739,"2, 3, 4, 5, 7, 8, 10, 14, 17, 20"
2740,"12, 5"
2741,"1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
2742,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18"
2743,"1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
2744,"2, 3, 5, 6, 8, 12, 15, 20"
2745,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20"
2746,"1, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2747,"6, 8, 9, 10, 12, 13, 14, 16, 20"
2748,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
2749,"3, 20, 13"
2750,"5, 7, 8, 10, 11, 12, 14, 19"
2751,"2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 16, 17, 19"
2752,"5, 7, 8, 9, 12, 19, 20"
2753,"6, 14"
2754,"1, 2, 3, 4, 6, 7, 9, 11, 13, 14, 15, 17, 18, 19, 20"
2755,"2, 3, 4, 5, 6, 7, 8, 11, 14, 17, 19"
2756,"1, 10"
2757,"1, 4, 6, 8, 10, 12, 13, 15"
2758,"18, 12, 5, 6"
2759,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2760,"1, 4, 5, 9, 10, 11, 12, 14, 18, 19, 20"
2761,"1, 3, 5, 7, 10"
2762,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 17, 18, 19, 20"
2763,"1, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20"
2764,"1, 2, 3, 4, 10, 11, 13, 19, 20"
2765,"1, 2, 3, 6, 7, 8, 9, 11, 13, 14, 17, 19"
2766,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 19, 20"
2767,"1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2768,"2, 5, 7, 12, 13, 15, 20"
2769,"1, 2, 3, 4, 5, 6, 7, 8, 11, 13, 14, 15, 16, 18, 19"
2770,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20"
2771,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
2772,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
2773,"1, 9, 10, 11, 15, 17, 18, 19, 20"
2774,"2, 4, 5, 7, 9, 10, 16, 17, 18"
2775,"1, 4, 6, 8, 9, 10, 14, 18"
2776,"5, 6, 8, 9, 10, 17, 18, 20"
2777,"1, 5, 6, 8, 9, 18, 19"
2778,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2779,"1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
2780,"6, 8, 10, 12, 13, 18, 19, 20"
2781,"2, 14, 15"
2782,"16, 17, 20"
2783,"1, 5, 6, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20"
2784,"1, 18, 20, 15"
2785,"6, 9, 10, 11, 14, 15, 20"
2786,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20"
2787,"1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 20"
2788,"1, 2, 3, 4, 6, 7, 9, 11, 13, 17, 19"
2789,"9, 10, 13"
2790,"2, 3, 6, 14, 16, 17, 18, 20"
2791,"4, 8, 14, 16, 18"
2792,"1, 2, 5, 8, 11, 12, 15, 16, 17, 18, 20"
2793,"1, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17"
2794,"2, 3, 6, 10, 11, 12, 14, 16, 17, 20"
2795,"1, 2, 4, 5, 6, 8, 10, 11, 12, 13, 14, 17, 18"
2796,"6, 7, 8, 9, 10, 12, 13, 15, 16, 18"
2797,"1, 3, 6, 7, 9, 14, 15, 16"
2798,"8, 3"
2799,"3, 6, 7, 8, 11, 12, 14, 17, 18, 19, 20"
2800,"3, 6, 7, 12, 16, 19"
2801,"1, 6, 10, 13, 17, 19, 20"
2802,"1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20"
2803,"1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2804,"1, 2, 3, 4, 5, 6, 7, 8, 10, 14, 16, 17"
2805,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2806,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2807,"6, 8, 12, 14, 15, 16, 18"
2808,"1, 3, 4, 5, 8, 10, 11, 12, 13, 15, 18, 20"
2809,"3, 6, 7"
2810,"1, 5, 6, 8, 9, 12, 13, 14, 15"
2811,"2, 3, 6, 7, 8, 9, 10, 13, 14, 15, 18, 19"
2812,"5, 6, 8, 15, 16, 17"
2813,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
2814,"4, 13, 15"
2815,"1, 5, 7, 10, 18, 19, 20"
2816,"1, 9, 11, 13, 14, 20"
2817,"9, 10, 3, 12"
2818,"1, 2, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18"
2819,"1, 4, 5, 11, 12, 18, 19"
2820,"1, 3, 7, 13, 14"
2821,"12, 14"
2822,"1, 5, 7, 14, 18"
2823,"4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20"
2824,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2825,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2826,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2827,"8, 9, 15"
2828,"1, 2, 4, 5, 6, 9, 10, 17, 18, 19"
2829,"1, 3, 12, 14, 16, 18"
2830,"1, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2831,"1, 2, 3, 4, 5, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20"
2832,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
2833,"18, 12"
2834,"2, 4, 8, 11, 18, 20"
2835,"16, 13, 15"
2836,"1, 3, 6, 7, 8, 9, 12, 14, 15, 16, 17"
2837,"3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18"
2838,"17, 10, 18"
2839,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
2840,"20, 4"
2841,"3, 15, 16, 17, 19"
2842,"1, 3, 6, 9, 12, 15, 18"
2843,"2, 3, 4, 10, 11, 14, 15, 17, 18, 19"
2844,"1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 15, 17, 18, 20"
2845,"2, 4, 5, 6, 7, 9, 10, 12, 15, 18, 20"
2846,"16, 1, 9"
2847,"19, 1, 18, 2"
2848,"2, 6, 10, 13, 15, 17"
2849,"16, 2, 6"
2850,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
2851,"1, 4, 5, 6, 7, 8, 9, 10, 13, 17, 19"
2852,"1, 2, 5, 6, 7, 8, 10, 12, 13, 14, 16, 17, 18, 20"
2853,"3, 8, 12, 13, 15, 16, 17, 19"
2854,"1, 3, 10, 11, 12, 13, 18, 19"
2855,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2856,"1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20"
2857,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
2858,"2, 3"
2859,"16, 10, 20"
2860,"1, 5, 6, 12, 16"
2861,"1, 2, 3, 4, 6, 7, 9, 12, 13, 14, 15, 20"
2862,"1, 2, 4, 6, 8, 10, 12, 14"
2863,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2864,"1, 2, 3, 5, 7, 11, 13, 14, 17, 18, 19, 20"
2865,"1, 3, 5, 8, 10, 12, 14, 15, 16, 18, 20"
2866,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2867,"4, 5, 7, 15, 19"
2868,"4, 5, 7, 8, 9, 10, 14, 15, 17, 20"
2869,"9, 17"
2870,"1, 3, 5, 6, 9, 10, 11, 12, 14, 16, 17, 18, 19"
2871,"1, 2, 6, 8, 10, 13, 15, 17, 18, 19, 20"
2872,"3, 4, 5, 6, 8, 12, 14, 18, 20"
2873,"10, 11, 13, 15, 16, 20"
2874,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
2875,"7, 8, 11, 14, 16"
2876,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2877,"2, 5, 12, 14, 15, 19, 20"
2878,"1, 5, 7, 11, 16, 19"
2879,"1, 2, 5, 6, 8, 9, 11, 12, 14, 16, 18, 19"
2880,"1, 5, 7, 8, 10, 13, 15, 16, 17"
2881,"1, 3, 6, 8, 9, 10, 11, 12, 14, 17, 20"
2882,"2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 16, 20"
2883,"1, 2, 6, 7, 9, 15"
2884,"1, 2, 3, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19"
2885,"1, 2, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20"
2886,"1, 3, 4, 5, 7, 8, 11, 14, 16, 18, 20"
2887,"1, 7, 8, 9, 12, 15"
2888,"1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 14, 16, 17, 18, 19, 20"
2889,"11, 15, 17, 18, 20"
2890,"3, 4, 5, 9, 10, 16, 18, 20"
2891,"18, 2, 13"
2892,"4, 5, 7, 8, 9, 11, 12, 13, 15, 16, 17, 19"
2893,"2, 5, 9, 10, 11, 18, 19"
2894,"1, 2, 5, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20"
2895,"3, 6, 15, 16, 19"
2896,"2, 4, 5, 7, 8, 9, 12, 15"
2897,"1, 2, 5, 6, 13, 14, 16, 17, 18, 19, 20"
2898,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20"
2899,"2, 5, 7, 13, 16"
2900,"2, 4, 5, 8, 9, 16"
2901,"2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
2902,"3, 5, 7, 10, 13, 14, 15, 16, 20"
2903,"1, 6, 7, 9, 10, 12, 14, 16, 17"
2904,"8, 20"
2905,"1, 3, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2906,"3, 5, 7, 10, 14, 15, 19, 20"
2907,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2908,"1, 4, 5, 6, 10, 12, 13, 15, 16, 17, 20"
2909,"1, 3, 4, 7, 8, 10, 11, 13, 14, 15, 16, 17, 19, 20"
2910,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2911,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
2912,"3, 7, 14, 15, 17"
2913,"4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 18, 20"
2914,"1, 8, 9, 10, 12"
2915,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2916,"1, 2, 3, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 20"
2917,"11, 20"
2918,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
2919,"6, 7, 11, 12, 15, 16, 20"
2920,"1, 4, 5, 6, 7, 8, 9, 11, 13, 14, 16, 17, 20"
2921,"1, 2, 3, 6, 8, 11, 13, 14, 15, 18, 19, 20"
2922,"2, 4, 5, 6, 7, 11, 14, 16, 18, 20"
2923,"1, 2, 4, 6, 8, 9, 17, 18, 19"
2924,"2, 3, 10, 13, 15, 17"
2925,"1, 4, 7, 9, 11, 14, 18, 20"
2926,"1, 3, 5, 9, 10, 13, 19, 20"
2927,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2928,"1, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 18, 19, 20"
2929,"4, 5, 6, 7, 11, 12, 13, 14, 17, 19"
2930,"1, 2, 4, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20"
2931,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2932,"1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 16, 18, 20"
2933,"1, 2, 3, 4, 5, 6, 7, 10, 11, 14, 15, 16, 17, 18, 19"
2934,"16, 12, 15"
2935,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2936,"2, 3, 9, 11, 13, 15, 18"
2937,"7, 4, 6, 15"
2938,"11, 20"
2939,"1, 20"
2940,"1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20"
2941,"1, 2, 3, 5, 6, 8, 11, 12, 13, 14, 17, 19"
2942,"1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
2943,"2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20"
2944,"1, 4, 5, 6, 10, 15"
2945,"3, 4, 8, 10, 15, 16"
2946,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20"
2947,"1, 2, 3, 6, 9, 11, 12, 13, 16, 17, 20"
2948,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2949,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2950,"1, 2, 3, 4, 5, 7, 8, 9, 11, 14, 15, 16, 17, 18, 20"
2951,"1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
2952,"5, 6, 7, 14, 16, 17"
2953,"2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 19, 20"
2954,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2955,"4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2956,"8, 2, 13, 14"
2957,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2958,"1, 2, 3, 5, 6, 8, 9, 11, 12, 13, 14, 15, 17, 18, 20"
2959,"16, 13"
2960,"1, 3, 5, 6, 16, 17, 20"
2961,"2, 4, 5, 8, 11, 13, 16, 19, 20"
2962,"2, 6, 9, 10, 12, 16, 17"
2963,"1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
2964,"1, 18, 15"
2965,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
2966,"1, 2, 6, 9, 11, 12, 13, 15, 17"
2967,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19"
2968,"1, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 19, 20"
2969,"8, 3, 5"
2970,"4, 10, 13, 19, 20"
2971,"16, 10"
2972,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2973,"8, 13, 5"
2974,"1, 2, 6, 8, 10, 11, 12, 14, 15, 16, 17, 19"
2975,"1, 2, 3, 5, 6, 10, 11, 13, 20"
2976,"1, 2, 3, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 20"
2977,"1, 3, 4, 5, 7, 8, 11, 13, 14, 15, 16, 18, 19, 20"
2978,"3, 5, 6"
2979,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
2980,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
2981,"2, 8, 10, 11, 12, 17, 19"
2982,"1, 3, 5, 6, 7, 8, 9, 12, 13, 16, 18, 19, 20"
2983,"9, 4"
2984,"3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20"
2985,"8, 10, 13, 14, 17"
2986,"3, 4, 9, 10, 13, 15, 16, 19, 20"
2987,"1, 19, 15"
2988,"3, 6, 8, 9, 10, 12, 17, 18, 19"
2989,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2990,"2, 3, 7, 11, 18"
2991,"1, 2, 3, 4, 6, 8, 9, 10, 11, 14, 15, 16, 18, 19, 20"
2992,"1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2993,"1, 11, 13, 18, 20"
2994,"3, 8, 10, 11, 13, 14, 16, 17, 20"
2995,"1, 2, 4, 5, 6, 9, 11, 13, 14, 15, 18, 19, 20"
